trial_id,initial_side,outcome,q0,distance_from_separatrix,damage_fraction_requested,damage_fraction_realized,correction_rate,coupling,memory_rate,memory_noise,process_noise,correction_heterogeneity_cv,correction_map_mean,correction_map_sd,correction_map_min,correction_map_max,target_separation_scale,target_overlap_sd,target_overlap_offset,outcome_target_selector
64,1,1,0.6311999448191432,0.13119994481914315,0.5229434933713404,0.531496062992126,1.1304515826523684,0.1393459601826249,2.2563162115096116,0.21487219668276264,0.00907830768431903,0.15536655665615767,1.1167057741751032,0.17902886487119157,0.5722984533086959,1.6008031023104792,1.0,0.0,0.0,1.0
65,1,1,0.7015007417192898,0.20150074171928972,0.2820556439947017,0.2952755905511811,1.0595696561392831,0.062376132632296404,2.039277345492376,0.20401642788901947,0.01076459972894784,0.14607356004846012,1.0524916132787572,0.1547725810513014,0.5222161364340746,1.4847819570301795,1.0,0.0,0.0,1.0
66,1,1,0.6373025075678594,0.13730250756785942,0.5271093409850836,0.531496062992126,0.9247687329072578,0.07660428620615131,2.021752037429505,0.294034451307301,0.009883621648915594,0.10153617513236668,0.9222539736241486,0.09712340741375339,0.5511427104939335,1.249457840464647,1.0,0.0,0.0,1.0
67,0,1,0.4851490048331907,0.014850995166809336,0.19254959362041238,0.2125984251968504,1.068490419224756,0.1933258596211916,2.02235758535359,0.2094774723275122,0.007946848962915538,0.12668802422866227,1.0791732357389732,0.12658860745435435,0.7083650949966765,1.502070908717455,1.0,0.0,0.0,1.0
68,1,1,0.5345995195061694,0.03459951950616934,0.5425348689330438,0.562992125984252,0.669261150214153,0.21852699269627157,2.343493302923022,0.1725698977245942,0.004202313745840428,0.08952502396055803,0.671118771427995,0.06012255435927675,0.4541986477870293,0.8370985453454026,1.0,0.0,0.0,1.0
69,0,0,0.3870484904580267,0.11295150954197332,0.32867534067555615,0.35039370078740156,1.0229822017788373,0.09518374262020743,2.093303056574865,0.1879961607218617,0.003890821910432332,0.10881873280730887,1.0232083043549225,0.11192708379819359,0.681875906258326,1.308187564220026,1.0,0.0,0.0,0.0
70,0,0,0.48278962040305373,0.01721037959694625,0.35786252565748555,0.3779527559055118,0.6814813650346776,0.11867776019587037,2.6277665864911777,0.2555086428199843,0.007658154988401284,0.20048776718883973,0.6742432875557027,0.13189659347394933,0.34361659257210114,1.0675040833582083,1.0,0.0,0.0,0.0
71,1,1,0.514872236178216,0.014872236178216019,0.2618405731544239,0.2677165354330709,0.8230596182113923,0.2271166296218123,2.1324369790881037,0.16093080657594558,0.0051819027813697635,0.20698812249688914,0.8216951347146966,0.1734685757615263,0.24933509550256464,1.3073516581231397,1.0,0.0,0.0,1.0
72,1,1,0.5555135383430488,0.055513538343048834,0.3709249950606489,0.3779527559055118,0.681808204630927,0.14457266299805688,1.853092270734906,0.20885688550342674,0.009928307730063743,0.13682675721687526,0.6850448119498266,0.09295631140087056,0.4450282144294398,0.9924180347383709,1.0,0.0,0.0,1.0
73,0,0,0.49109001045713535,0.008909989542864637,0.3961691836464364,0.40551181102362205,0.8842176561967223,0.21577999630982117,2.1796042911694604,0.17266559312075042,0.004992183192716642,0.092457390474843,0.8785117383251458,0.08283470966337184,0.6496213928345548,1.1561495979847731,1.0,0.0,0.0,0.0
74,0,0,0.4944157666197158,0.005584233380284169,0.18000522115893347,0.18503937007874016,0.862475557397675,0.11299587473539931,1.5329119343908642,0.2890305520962266,0.006073505756954684,0.13754906071374362,0.8582385144293158,0.1143989441377303,0.5725112039728147,1.2082028510269331,1.0,0.0,0.0,0.0
75,1,1,0.5114379490081309,0.011437949008130891,0.30500610985327337,0.3228346456692913,0.7605888986406899,0.17628878697770395,2.3527967536261896,0.2535178655628123,0.005981836811489102,0.09691185331635899,0.7642393815215284,0.07295430551568405,0.564074057432862,0.9742825208546251,1.0,0.0,0.0,1.0
76,1,0,0.5059734343815256,0.005973434381525591,0.370931977672855,0.3779527559055118,0.7244013378186699,0.1493349352971897,1.860795615545804,0.18141685539417682,0.011142145271866199,0.19104862395891858,0.7172430516462701,0.1424055255213672,0.33651420543129007,1.1798387286537932,1.0,0.0,0.0,0.0
77,1,1,0.6293850353205941,0.1293850353205941,0.49697063814249,0.5,0.7926982904929752,0.21873859906639545,2.001700214514643,0.2599947590939885,0.01073861985820175,0.11764263994091516,0.7915504013582674,0.09144980318491816,0.45769307733612374,1.026325910946877,1.0,0.0,0.0,1.0
78,1,1,0.5834757367486927,0.08347573674869273,0.2788439142886701,0.2952755905511811,0.7809799924686898,0.08071150434052683,1.5913762523242456,0.2213631663017096,0.0040747806123937235,0.09435883880307663,0.7815457901968375,0.0726220467049268,0.5695928096842462,0.9847121547041839,1.0,0.0,0.0,1.0
79,0,0,0.48733998107106896,0.012660018928931064,0.5496533179479903,0.562992125984252,1.0404476509858083,0.2121881450180741,2.124357794843016,0.1713921312811677,0.00814274943335926,0.10864768485448426,1.0435339506263934,0.10963344385354443,0.7153588427254701,1.392303450629738,1.0,0.0,0.0,0.0
80,1,1,0.538981146874885,0.038981146874884916,0.5307667170299988,0.531496062992126,0.6231487304629524,0.2252950016467869,1.6668027312464748,0.2279611234587186,0.009792916589862553,0.16272739845457732,0.622256014420684,0.10153996846086837,0.31569610923982977,0.9361870721089712,1.0,0.0,0.0,1.0
81,0,1,0.477652091876607,0.022347908123392997,0.4694346571838587,0.5,1.0450520614066983,0.20418851794544024,1.5959533789086728,0.2475287737597507,0.01077778436786718,0.1654515571759324,1.038835937889806,0.1663727610615095,0.5654661675392814,1.4757759977746752,1.0,0.0,0.0,1.0
82,0,0,0.2860663808104859,0.2139336191895141,0.3480805261644317,0.35039370078740156,0.7831720473693942,0.08999506329595369,2.3792060010266876,0.16949782773239547,0.003509556159212448,0.16290537288739243,0.7860920803074257,0.13151480691846992,0.387289406138796,1.2427728654497066,1.0,0.0,0.0,0.0
83,1,1,0.5103071389806385,0.010307138980638557,0.36543288682364383,0.3779527559055118,1.0545686090200355,0.10354679331549878,2.919571060234769,0.16550808003541173,0.004467111846311877,0.18486770647565043,1.0550159816966587,0.200555066939565,0.3755094011784015,1.671469981007766,1.0,0.0,0.0,1.0
84,0,0,0.4833684672797958,0.016631532720204185,0.5486171112705902,0.562992125984252,0.7599239230665237,0.07084895261290958,2.7255519885109862,0.22582752161847502,0.008020349733797817,0.19960650008997227,0.7503530238626006,0.1530380251721581,0.30165256252124717,1.2443955589142688,1.0,0.0,0.0,0.0
85,1,1,0.532655805277737,0.032655805277737086,0.3388012974772385,0.35039370078740156,0.6697261759869144,0.08461202682281616,2.1891952881286567,0.23791328244536808,0.01150441392130691,0.21644371239856625,0.6699822290714098,0.14713326118725784,0.18034986987861565,1.1247748979385404,1.0,0.0,0.0,1.0
86,0,0,0.36304764915250826,0.13695235084749174,0.27741632002212435,0.2952755905511811,1.0010649823853395,0.11387608719172918,2.5193486460872707,0.23609247661432298,0.003644082347798128,0.19664852032813065,1.00896068063067,0.193083216449181,0.4420273344850819,1.5393195846800967,1.0,0.0,0.0,0.0
87,0,0,0.2769868636995215,0.22301313630047845,0.2491997141120108,0.2677165354330709,1.0147148184767647,0.15957575359147472,2.539509429002284,0.27408562274822834,0.011883901507015189,0.19564105515075408,1.0114978441503226,0.1985685054442181,0.5116367952487504,1.6052310797654283,1.0,0.0,0.0,0.0
88,0,0,0.33989338250460077,0.16010661749539923,0.44734745208339777,0.468503937007874,0.6067917944747316,0.1796887188745253,1.629083970730089,0.24165572036572336,0.009743364158824794,0.2143756674257573,0.6101288400659195,0.12378772162500443,0.1516979486186829,1.0004890987395498,1.0,0.0,0.0,0.0
89,0,1,0.48967844182694614,0.01032155817305387,0.3784566673863238,0.3779527559055118,0.6870841882996118,0.09759787811630943,2.6593144256891628,0.23452590451000402,0.009610884356919243,0.18172537873891198,0.6895962095302647,0.12351577978811945,0.36811025607782955,1.1567137460045158,1.0,0.0,0.0,1.0
