trial_id,measurement_noise,observation_fraction,outcome,same_time_snapshot_q,same_time_snapshot_prediction
11,0.02,0.1,1,0.46558907395798604,0
11,0.02,0.15,1,0.4711210705239551,0
11,0.02,0.2,1,0.4790633686127143,0
11,0.02,0.3,1,0.5229093274938854,1
11,0.02,0.5,1,0.554106392364925,1
11,0.05,0.05,1,0.4761095902014536,0
11,0.05,0.1,1,0.46660827740859023,0
11,0.05,0.15,1,0.46867339902380306,0
11,0.05,0.2,1,0.4811311411067368,0
11,0.05,0.3,1,0.5224928205094534,1
11,0.05,0.5,1,0.552783047622235,1
11,0.1,0.05,1,0.4695116628611378,0
11,0.1,0.1,1,0.46265289174067264,0
11,0.1,0.15,1,0.46990898019640603,0
11,0.1,0.2,1,0.47308215176151247,0
11,0.1,0.3,1,0.5227767271274912,1
11,0.1,0.5,1,0.5562526975924632,1
11,0.15,0.05,1,0.4792032369435808,0
11,0.15,0.1,1,0.4696298474641291,0
11,0.15,0.15,1,0.4630168096569298,0
11,0.15,0.2,1,0.4737517155011566,0
11,0.15,0.3,1,0.5212934881409472,1
11,0.15,0.5,1,0.5511576528057109,1
12,0.0,0.05,0,0.466152108528764,0
12,0.0,0.1,0,0.4432993088898679,0
12,0.0,0.15,0,0.45344389123598744,0
12,0.0,0.2,0,0.4538051054446053,0
12,0.0,0.3,0,0.45422872225610483,0
12,0.0,0.5,0,0.254121385412164,0
12,0.02,0.05,0,0.4661886281283243,0
12,0.02,0.1,0,0.4445962822664849,0
12,0.02,0.15,0,0.4525682366151746,0
12,0.02,0.2,0,0.4554717866218367,0
12,0.02,0.3,0,0.45359498450204694,0
12,0.02,0.5,0,0.25479844810073127,0
12,0.05,0.05,0,0.4636227461459021,0
12,0.05,0.1,0,0.4430470988532597,0
12,0.05,0.15,0,0.45581973643338214,0
12,0.05,0.2,0,0.4533462627568496,0
12,0.05,0.3,0,0.4532100122509853,0
12,0.05,0.5,0,0.2541172087225046,0
12,0.1,0.05,0,0.46627673097591715,0
