trial_id,measurement_noise,outcome,distance_from_separatrix,earliest_stable_fraction,confidence_margin
111,0.02,1,0.029419044948811382,0.15,0.15
111,0.05,1,0.029419044948811382,0.2,0.15
111,0.1,1,0.029419044948811382,0.15,0.15
111,0.15,1,0.029419044948811382,0.2,0.15
112,0.0,1,0.10602594468796456,0.05,0.15
112,0.02,1,0.10602594468796456,0.05,0.15
112,0.05,1,0.10602594468796456,0.1,0.15
112,0.1,1,0.10602594468796456,0.05,0.15
112,0.15,1,0.10602594468796456,0.05,0.15
113,0.0,1,0.051128118919496826,0.05,0.15
113,0.02,1,0.051128118919496826,0.05,0.15
113,0.05,1,0.051128118919496826,0.05,0.15
113,0.1,1,0.051128118919496826,0.05,0.15
113,0.15,1,0.051128118919496826,0.1,0.15
114,0.0,1,0.12606896901687908,0.05,0.15
114,0.02,1,0.12606896901687908,0.05,0.15
114,0.05,1,0.12606896901687908,0.1,0.15
114,0.1,1,0.12606896901687908,0.05,0.15
114,0.15,1,0.12606896901687908,0.1,0.15
115,0.0,1,0.011735954146434184,0.5,0.15
115,0.02,1,0.011735954146434184,0.5,0.15
115,0.05,1,0.011735954146434184,0.5,0.15
115,0.1,1,0.011735954146434184,0.5,0.15
115,0.15,1,0.011735954146434184,0.5,0.15
116,0.0,1,0.011494194659373038,0.05,0.15
116,0.02,1,0.011494194659373038,0.05,0.15
116,0.05,1,0.011494194659373038,0.05,0.15
116,0.1,1,0.011494194659373038,0.1,0.15
116,0.15,1,0.011494194659373038,0.05,0.15
117,0.0,1,0.036408816317547436,0.05,0.15
117,0.02,1,0.036408816317547436,0.15,0.15
117,0.05,1,0.036408816317547436,0.05,0.15
117,0.1,1,0.036408816317547436,0.15,0.15
117,0.15,1,0.036408816317547436,0.05,0.15
118,0.0,0,0.006146627790712038,0.05,0.15
118,0.02,0,0.006146627790712038,0.1,0.15
118,0.05,0,0.006146627790712038,0.05,0.15
118,0.1,0,0.006146627790712038,0.1,0.15
118,0.15,0,0.006146627790712038,0.1,0.15
119,0.0,0,0.04846874065893282,0.1,0.15
119,0.02,0,0.04846874065893282,0.05,0.15
119,0.05,0,0.04846874065893282,0.05,0.15
119,0.1,0,0.04846874065893282,0.05,0.15
119,0.15,0,0.04846874065893282,0.1,0.15
120,0.0,0,0.0076895049859252275,0.05,0.15
120,0.02,0,0.0076895049859252275,0.05,0.15
120,0.05,0,0.0076895049859252275,0.05,0.15
120,0.1,0,0.0076895049859252275,0.05,0.15
120,0.15,0,0.0076895049859252275,0.05,0.15
121,0.0,0,0.01508109997236566,0.3,0.15
121,0.02,0,0.01508109997236566,0.3,0.15
121,0.05,0,0.01508109997236566,0.3,0.15
121,0.1,0,0.01508109997236566,0.3,0.15
121,0.15,0,0.01508109997236566,0.3,0.15
122,0.0,0,0.00798395594100803,0.2,0.15
122,0.02,0,0.00798395594100803,0.2,0.15
122,0.05,0,0.00798395594100803,0.2,0.15
122,0.1,0,0.00798395594100803,0.2,0.15
122,0.15,0,0.00798395594100803,0.2,0.15
123,0.0,1,0.007773413326665001,0.1,0.15
123,0.02,1,0.007773413326665001,0.05,0.15
123,0.05,1,0.007773413326665001,0.05,0.15
123,0.1,1,0.007773413326665001,0.05,0.15
123,0.15,1,0.007773413326665001,0.05,0.15
124,0.0,0,0.01059100337264972,,0.15
124,0.02,0,0.01059100337264972,,0.15
124,0.05,0,0.01059100337264972,,0.15
124,0.1,0,0.01059100337264972,,0.15
124,0.15,0,0.01059100337264972,,0.15
125,0.0,1,0.02555188421397568,0.3,0.15
125,0.02,1,0.02555188421397568,0.3,0.15
125,0.05,1,0.02555188421397568,0.3,0.15
125,0.1,1,0.02555188421397568,0.3,0.15
125,0.15,1,0.02555188421397568,0.3,0.15
126,0.0,0,0.006979883500905948,0.15,0.15
126,0.02,0,0.006979883500905948,0.15,0.15
126,0.05,0,0.006979883500905948,0.15,0.15
126,0.1,0,0.006979883500905948,0.15,0.15
126,0.15,0,0.006979883500905948,0.15,0.15
127,0.0,0,0.2726827954284345,0.05,0.15
127,0.02,0,0.2726827954284345,0.05,0.15
127,0.05,0,0.2726827954284345,0.05,0.15
127,0.1,0,0.2726827954284345,0.05,0.15
127,0.15,0,0.2726827954284345,0.05,0.15
128,0.0,1,0.07733075998500437,0.05,0.15
128,0.02,1,0.07733075998500437,0.05,0.15
128,0.05,1,0.07733075998500437,0.05,0.15
128,0.1,1,0.07733075998500437,0.05,0.15
128,0.15,1,0.07733075998500437,0.05,0.15
129,0.0,0,0.005133221064806108,0.3,0.15
129,0.02,0,0.005133221064806108,0.3,0.15
129,0.05,0,0.005133221064806108,0.3,0.15
129,0.1,0,0.005133221064806108,0.3,0.15
129,0.15,0,0.005133221064806108,0.3,0.15
130,0.0,0,0.19083221082984406,0.05,0.15
130,0.02,0,0.19083221082984406,0.05,0.15
130,0.05,0,0.19083221082984406,0.05,0.15
130,0.1,0,0.19083221082984406,0.05,0.15
130,0.15,0,0.19083221082984406,0.05,0.15
131,0.0,1,0.03727828541714384,0.2,0.15
131,0.02,1,0.03727828541714384,0.2,0.15
131,0.05,1,0.03727828541714384,0.3,0.15
131,0.1,1,0.03727828541714384,0.2,0.15
131,0.15,1,0.03727828541714384,0.3,0.15
132,0.0,0,0.01942004870868076,0.15,0.15
132,0.02,0,0.01942004870868076,0.15,0.15
132,0.05,0,0.01942004870868076,0.15,0.15
132,0.1,0,0.01942004870868076,0.1,0.15
132,0.15,0,0.01942004870868076,0.15,0.15
133,0.0,1,0.03971115440852176,0.05,0.15
133,0.02,1,0.03971115440852176,0.05,0.15
133,0.05,1,0.03971115440852176,0.05,0.15
133,0.1,1,0.03971115440852176,0.05,0.15
133,0.15,1,0.03971115440852176,0.05,0.15
134,0.0,1,0.13324795074418874,0.3,0.15
134,0.02,1,0.13324795074418874,0.3,0.15
134,0.05,1,0.13324795074418874,0.3,0.15
134,0.1,1,0.13324795074418874,0.3,0.15
134,0.15,1,0.13324795074418874,0.3,0.15
135,0.0,1,0.02178298609921938,0.5,0.15
135,0.02,1,0.02178298609921938,0.5,0.15
135,0.05,1,0.02178298609921938,0.5,0.15
135,0.1,1,0.02178298609921938,0.5,0.15
135,0.15,1,0.02178298609921938,0.5,0.15
136,0.0,0,0.01368184425549181,0.3,0.15
136,0.02,0,0.01368184425549181,0.3,0.15
136,0.05,0,0.01368184425549181,0.2,0.15
136,0.1,0,0.01368184425549181,0.2,0.15
136,0.15,0,0.01368184425549181,0.2,0.15
137,0.0,0,0.03854614628855296,0.3,0.15
137,0.02,0,0.03854614628855296,0.3,0.15
137,0.05,0,0.03854614628855296,0.3,0.15
137,0.1,0,0.03854614628855296,0.2,0.15
137,0.15,0,0.03854614628855296,0.2,0.15
138,0.0,0,0.0744683445606122,0.1,0.15
138,0.02,0,0.0744683445606122,0.05,0.15
138,0.05,0,0.0744683445606122,0.05,0.15
138,0.1,0,0.0744683445606122,0.05,0.15
138,0.15,0,0.0744683445606122,0.1,0.15
139,0.0,0,0.0675144390675434,0.05,0.15
139,0.02,0,0.0675144390675434,0.05,0.15
139,0.05,0,0.0675144390675434,0.05,0.15
139,0.1,0,0.0675144390675434,0.05,0.15
139,0.15,0,0.0675144390675434,0.1,0.15
140,0.0,1,0.06474491188712402,0.05,0.15
140,0.02,1,0.06474491188712402,0.05,0.15
140,0.05,1,0.06474491188712402,0.05,0.15
140,0.1,1,0.06474491188712402,0.05,0.15
140,0.15,1,0.06474491188712402,0.05,0.15
141,0.0,0,0.33239351567351666,0.05,0.15
141,0.02,0,0.33239351567351666,0.05,0.15
141,0.05,0,0.33239351567351666,0.05,0.15
141,0.1,0,0.33239351567351666,0.05,0.15
141,0.15,0,0.33239351567351666,0.05,0.15
142,0.0,0,0.0754137569530403,0.05,0.15
142,0.02,0,0.0754137569530403,0.05,0.15
142,0.05,0,0.0754137569530403,0.05,0.15
142,0.1,0,0.0754137569530403,0.05,0.15
142,0.15,0,0.0754137569530403,0.05,0.15
143,0.0,0,0.036088673159999925,0.3,0.15
143,0.02,0,0.036088673159999925,0.3,0.15
143,0.05,0,0.036088673159999925,0.3,0.15
143,0.1,0,0.036088673159999925,0.2,0.15
143,0.15,0,0.036088673159999925,0.2,0.15
144,0.0,1,0.3044411345072742,0.05,0.15
144,0.02,1,0.3044411345072742,0.05,0.15
144,0.05,1,0.3044411345072742,0.05,0.15
144,0.1,1,0.3044411345072742,0.05,0.15
144,0.15,1,0.3044411345072742,0.05,0.15
145,0.0,1,0.03137804272500387,0.05,0.15
145,0.02,1,0.03137804272500387,0.05,0.15
145,0.05,1,0.03137804272500387,0.1,0.15
145,0.1,1,0.03137804272500387,0.1,0.15
145,0.15,1,0.03137804272500387,0.05,0.15
146,0.0,1,0.2896020863083294,0.05,0.15
146,0.02,1,0.2896020863083294,0.05,0.15
146,0.05,1,0.2896020863083294,0.05,0.15
146,0.1,1,0.2896020863083294,0.05,0.15
146,0.15,1,0.2896020863083294,0.05,0.15
147,0.0,1,0.05191353462127968,0.15,0.15
147,0.02,1,0.05191353462127968,0.15,0.15
147,0.05,1,0.05191353462127968,0.1,0.15
147,0.1,1,0.05191353462127968,0.1,0.15
147,0.15,1,0.05191353462127968,0.15,0.15
148,0.0,0,0.045304664308401604,0.05,0.15
148,0.02,0,0.045304664308401604,0.05,0.15
148,0.05,0,0.045304664308401604,0.05,0.15
148,0.1,0,0.045304664308401604,0.05,0.15
148,0.15,0,0.045304664308401604,0.1,0.15
149,0.0,1,0.04627906949041702,0.1,0.15
149,0.02,1,0.04627906949041702,0.1,0.15
149,0.05,1,0.04627906949041702,0.1,0.15
149,0.1,1,0.04627906949041702,0.15,0.15
149,0.15,1,0.04627906949041702,0.15,0.15
150,0.0,0,0.06119937672685484,0.05,0.15
150,0.02,0,0.06119937672685484,0.05,0.15
150,0.05,0,0.06119937672685484,0.1,0.15
150,0.1,0,0.06119937672685484,0.1,0.15
150,0.15,0,0.06119937672685484,0.1,0.15
151,0.0,1,0.06929453008791198,0.05,0.15
151,0.02,1,0.06929453008791198,0.05,0.15
151,0.05,1,0.06929453008791198,0.05,0.15
151,0.1,1,0.06929453008791198,0.05,0.15
151,0.15,1,0.06929453008791198,0.05,0.15
152,0.0,1,0.3396230595344369,0.05,0.15
152,0.02,1,0.3396230595344369,0.05,0.15
152,0.05,1,0.3396230595344369,0.05,0.15
152,0.1,1,0.3396230595344369,0.05,0.15
152,0.15,1,0.3396230595344369,0.05,0.15
153,0.0,1,0.007232253735342208,0.05,0.15
153,0.02,1,0.007232253735342208,0.05,0.15
153,0.05,1,0.007232253735342208,0.05,0.15
153,0.1,1,0.007232253735342208,0.05,0.15
153,0.15,1,0.007232253735342208,0.1,0.15
154,0.0,0,0.03282065478635676,0.5,0.15
154,0.02,0,0.03282065478635676,0.5,0.15
154,0.05,0,0.03282065478635676,0.5,0.15
154,0.1,0,0.03282065478635676,0.5,0.15
154,0.15,0,0.03282065478635676,0.5,0.15
155,0.0,0,0.05142386829371605,0.3,0.15
155,0.02,0,0.05142386829371605,0.3,0.15
155,0.05,0,0.05142386829371605,0.3,0.15
155,0.1,0,0.05142386829371605,0.2,0.15
155,0.15,0,0.05142386829371605,0.2,0.15
156,0.0,1,0.11575588403962739,0.05,0.15
156,0.02,1,0.11575588403962739,0.05,0.15
156,0.05,1,0.11575588403962739,0.05,0.15
156,0.1,1,0.11575588403962739,0.05,0.15
156,0.15,1,0.11575588403962739,0.05,0.15
157,0.0,0,0.022004470320863598,0.05,0.15
157,0.02,0,0.022004470320863598,0.05,0.15
157,0.05,0,0.022004470320863598,0.05,0.15
157,0.1,0,0.022004470320863598,0.1,0.15
157,0.15,0,0.022004470320863598,0.05,0.15
158,0.0,0,0.26139183983916836,0.05,0.15
158,0.02,0,0.26139183983916836,0.05,0.15
158,0.05,0,0.26139183983916836,0.05,0.15
158,0.1,0,0.26139183983916836,0.05,0.15
158,0.15,0,0.26139183983916836,0.05,0.15
159,0.0,1,0.2617826584228816,0.05,0.15
159,0.02,1,0.2617826584228816,0.05,0.15
159,0.05,1,0.2617826584228816,0.05,0.15
159,0.1,1,0.2617826584228816,0.05,0.15
159,0.15,1,0.2617826584228816,0.05,0.15
