trial_id,measurement_noise,outcome,distance_from_separatrix,earliest_stable_fraction,confidence_margin
28,0.02,1,0.015239895004154378,0.3,0.15
28,0.05,1,0.015239895004154378,0.3,0.15
28,0.1,1,0.015239895004154378,0.3,0.15
28,0.15,1,0.015239895004154378,0.3,0.15
29,0.0,1,0.009680386413507968,0.3,0.15
29,0.02,1,0.009680386413507968,0.3,0.15
29,0.05,1,0.009680386413507968,0.3,0.15
29,0.1,1,0.009680386413507968,0.3,0.15
29,0.15,1,0.009680386413507968,0.3,0.15
30,0.0,0,0.3360275385810674,0.05,0.15
30,0.02,0,0.3360275385810674,0.05,0.15
30,0.05,0,0.3360275385810674,0.05,0.15
30,0.1,0,0.3360275385810674,0.05,0.15
30,0.15,0,0.3360275385810674,0.05,0.15
31,0.0,0,0.055521648436147,0.05,0.15
31,0.02,0,0.055521648436147,0.05,0.15
31,0.05,0,0.055521648436147,0.05,0.15
31,0.1,0,0.055521648436147,0.1,0.15
31,0.15,0,0.055521648436147,0.05,0.15
32,0.0,1,0.03992151854733713,0.05,0.15
32,0.02,1,0.03992151854733713,0.05,0.15
32,0.05,1,0.03992151854733713,0.15,0.15
32,0.1,1,0.03992151854733713,0.05,0.15
32,0.15,1,0.03992151854733713,0.05,0.15
33,0.0,0,0.04107714233880285,0.05,0.15
33,0.02,0,0.04107714233880285,0.05,0.15
33,0.05,0,0.04107714233880285,0.05,0.15
33,0.1,0,0.04107714233880285,0.05,0.15
33,0.15,0,0.04107714233880285,0.05,0.15
34,0.0,1,0.0562240468530719,0.2,0.15
34,0.02,1,0.0562240468530719,0.2,0.15
34,0.05,1,0.0562240468530719,0.2,0.15
34,0.1,1,0.0562240468530719,0.05,0.15
34,0.15,1,0.0562240468530719,0.2,0.15
35,0.0,1,0.009999071271123735,0.05,0.15
35,0.02,1,0.009999071271123735,0.05,0.15
35,0.05,1,0.009999071271123735,0.05,0.15
35,0.1,1,0.009999071271123735,0.05,0.15
35,0.15,1,0.009999071271123735,0.1,0.15
36,0.0,0,0.03690689596388711,,0.15
36,0.02,0,0.03690689596388711,,0.15
36,0.05,0,0.03690689596388711,,0.15
36,0.1,0,0.03690689596388711,,0.15
36,0.15,0,0.03690689596388711,,0.15
37,0.0,0,0.048706294308036725,0.2,0.15
37,0.02,0,0.048706294308036725,0.2,0.15
37,0.05,0,0.048706294308036725,0.2,0.15
37,0.1,0,0.048706294308036725,0.2,0.15
37,0.15,0,0.048706294308036725,0.2,0.15
38,0.0,1,0.01022286647708859,0.1,0.15
38,0.02,1,0.01022286647708859,0.1,0.15
38,0.05,1,0.01022286647708859,0.1,0.15
38,0.1,1,0.01022286647708859,0.1,0.15
38,0.15,1,0.01022286647708859,0.1,0.15
39,0.0,1,0.05464831852296532,0.3,0.15
39,0.02,1,0.05464831852296532,0.3,0.15
39,0.05,1,0.05464831852296532,0.3,0.15
